"species_list"	"threat_count"
"650"	"Plethodon sherando"	"1"
"651"	"Proteus anguinus"	"8"
"652"	"Rhyacotriton olympicus"	"1"
"653"	"Chioglossa lusitanica"	"4"
"654"	"Lyciasalamandra helverseni"	"0"
"655"	"Lyciasalamandra luschani"	"3"
"656"	"Mertensiella caucasica"	"11"
"657"	"Neurergus crocatus"	"4"
"658"	"Neurergus kaiseri"	"8"
"659"	"Neurergus strauchii"	"2"
"660"	"Paramesotriton fuzhongensis"	"5"
"661"	"Pleurodeles nebulosus"	"2"
"662"	"Salamandra algira"	"3"
"663"	"Salamandra lanzai"	"3"
"664"	"Tylototriton kweichowensis"	"3"
"665"	"Tylototriton notialis"	"3"
"666"	"Tylototriton wenxianensis"	"4"
"667"	"Dermophis mexicanus"	"1"
"668"	"Boulengerula fischeri"	"3"
"669"	"Ichthyophis orthoplicatus"	"5"
"670"	"Ichthyophis pseudangularis"	"4"
