"species_list"	"threat_count"
"634"	"Pristimantis percultus"	"4"
"635"	"Pristimantis polychrus"	"1"
"636"	"Pristimantis prolatus"	"3"
"637"	"Pristimantis proserpens"	"7"
"638"	"Pristimantis pteridophilus"	"4"
"639"	"Pristimantis pycnodermis"	"4"
"640"	"Pristimantis pyrrhomerus"	"2"
"641"	"Pristimantis renjiforum"	"2"
"642"	"Pristimantis rhodoplichus"	"3"
"643"	"Pristimantis rivasi"	"3"
"644"	"Pristimantis rubicundus"	"4"
"645"	"Pristimantis ruthveni"	"3"
"646"	"Pristimantis scoloblepharus"	"4"
"647"	"Pristimantis scolodiscus"	"7"
"648"	"Pristimantis shrevei"	"4"
"649"	"Pristimantis simonbolivari"	"4"
"650"	"Pristimantis simoteriscus"	"3"
"651"	"Pristimantis siopelus"	"2"
"652"	"Pristimantis sobetes"	"2"
"653"	"Pristimantis spilogaster"	"4"
"654"	"Pristimantis suetus"	"2"
"655"	"Pristimantis sulculus"	"3"
"656"	"Pristimantis surdus"	"4"
"657"	"Pristimantis tenebrionis"	"4"
"658"	"Pristimantis thymalopsoides"	"4"
"659"	"Pristimantis truebae"	"3"
"660"	"Pristimantis turumiquirensis"	"3"
"661"	"Pristimantis urichi"	"1"
"662"	"Pristimantis vidua"	"4"
"663"	"Pristimantis viridicans"	"3"
"664"	"Pristimantis zophus"	"5"
"665"	"Probreviceps durirostris"	"2"
"666"	"Probreviceps loveridgei"	"2"
"667"	"Probreviceps macrodactylus"	"4"
"668"	"Probreviceps rhodesianus"	"4"
"669"	"Probreviceps rungwensis"	"2"
"670"	"Probreviceps uluguruensis"	"3"
"671"	"Pseudoeurycea altamontana"	"4"
"672"	"Pseudoeurycea conanti"	"4"
"673"	"Pseudoeurycea firscheini"	"3"
"674"	"Pseudoeurycea lineola"	"4"
"675"	"Pseudoeurycea longicauda"	"3"
"676"	"Pseudoeurycea lynchi"	"6"
"677"	"Pseudoeurycea melanomolga"	"5"
"678"	"Pseudoeurycea nigromaculata"	"3"
"679"	"Pseudoeurycea orchimelas"	"3"
"680"	"Pseudoeurycea papenfussi"	"5"
"681"	"Pseudoeurycea ruficauda"	"2"
"682"	"Pseudoeurycea tenchalli"	"3"
"683"	"Pseudoeurycea teotepec"	"3"
"684"	"Pseudoeurycea tlilicxitl"	"2"
"685"	"Pseudoeurycea werleri"	"3"
"686"	"Pseudophilautus alto"	"1"
"687"	"Pseudophilautus asankai"	"4"
"688"	"Pseudophilautus auratus"	"4"
"689"	"Pseudophilautus caeruleus"	"4"
"690"	"Pseudophilautus cavirostris"	"4"
"691"	"Pseudophilautus cuspis"	"2"
"692"	"Pseudophilautus femoralis"	"4"
"693"	"Pseudophilautus folicola"	"4"
"694"	"Pseudophilautus frankenbergi"	"3"
"695"	"Pseudophilautus fulvus"	"4"
"696"	"Pseudophilautus hoffmanni"	"3"
"697"	"Pseudophilautus microtympanum"	"4"
"698"	"Pseudophilautus mittermeieri"	"3"
"699"	"Pseudophilautus mooreorum"	"4"
"700"	"Pseudophilautus pleurotaenia"	"4"
"701"	"Pseudophilautus poppiae"	"7"
"702"	"Pseudophilautus reticulatus"	"3"
"703"	"Pseudophilautus sarasinorum"	"5"
"704"	"Pseudophilautus schmarda"	"6"
"705"	"Pseudophilautus silus"	"4"
"706"	"Pseudophilautus silvaticus"	"6"
"707"	"Pseudophilautus singu"	"3"
"708"	"Pseudophilautus steineri"	"2"
"709"	"Pseudophilautus stuarti"	"4"
"710"	"Pseudophilautus tanu"	"3"
"711"	"Pseudophilautus wynaadensis"	"1"
"712"	"Pseudophilautus zorro"	"3"
"713"	"Pseudophryne covacevichae"	"6"
"714"	"Pseudophryne pengilleyi"	"12"
"715"	"Psychrophrynella boettgeri"	"2"
"716"	"Psychrophrynella usurpator"	"4"
"717"	"Ptychadena broadleyi"	"3"
"718"	"Ptychadena nana"	"3"
"719"	"Ptychadena newtoni"	"2"
"720"	"Ptychohyla erythromma"	"4"
"721"	"Ptychohyla legleri"	"5"
"722"	"Ptychohyla leonhardschultzei"	"4"
"723"	"Ptychohyla panchoi"	"5"
"724"	"Ptychohyla salvadorensis"	"12"
"725"	"Ptychohyla spinipollex"	"11"
"726"	"Quasipaa boulengeri"	"5"
"727"	"Quasipaa robertingeri"	"3"
"728"	"Rana muscosa"	"8"
"729"	"Rana pyrenaica"	"7"
"730"	"Rana sauteri"	"3"
"731"	"Rana sierrae"	"4"
"732"	"Rana tavasensis"	"3"
"733"	"Ranitomeya summersi"	"3"
"734"	"Ranodon sibiricus"	"19"
"735"	"Raorchestes charius"	"1"
"736"	"Raorchestes nerostagona"	"3"
"737"	"Raorchestes signatus"	"2"
"738"	"Raorchestes tinniens"	"4"
"739"	"Raorchestes travancoricus"	"4"
"740"	"Raorchestes viridis"	"3"
"741"	"Rhacophorus angulirostris"	"1"
"742"	"Rhacophorus arvalis"	"3"
"743"	"Rhacophorus aurantiventris"	"1"
"744"	"Rhacophorus calcadensis"	"1"
"745"	"Rhacophorus helenae"	"3"
"746"	"Rhacophorus lateralis"	"2"
"747"	"Rhacophorus minimus"	"2"
"748"	"Rhacophorus vampyrus"	"4"
"749"	"Rhacophorus yaoshanensis"	"3"
"750"	"Rhaebo caeruleostictus"	"5"
"751"	"Rhinella chrysophora"	"10"
"752"	"Rhinella gallardoi"	"2"
"753"	"Rhinella macrorhina"	"5"
"754"	"Rhinella nesiotes"	"3"
"755"	"Rhinella nicefori"	"3"
"756"	"Rhinella sclerocephala"	"3"
"757"	"Rhombophryne be"	"4"
"758"	"Rhombophryne botabota"	"5"
"759"	"Rhombophryne guentherpetersi"	"6"
"760"	"Rhombophryne kibomena"	"6"
"761"	"Rhombophryne longicrus"	"3"
"762"	"Rhombophryne madagascariensis"	"4"
"763"	"Rhombophryne miery"	"7"
"764"	"Rhombophryne minuta"	"5"
"765"	"Rhombophryne ornata"	"3"
"766"	"Rhombophryne psologlossa"	"5"
"767"	"Rhombophryne pygmaea"	"5"
"768"	"Rhombophryne roseifemoralis"	"5"
"769"	"Rhombophryne savaka"	"1"
"770"	"Rhombophryne serratopalpebrosa"	"3"
"771"	"Rhombophryne tany"	"3"
"772"	"Rhombophryne testudo"	"5"
"773"	"Rhombophryne vaventy"	"2"
"774"	"Rulyrana saxiscandens"	"5"
"775"	"Sachatamia punctulata"	"3"
"776"	"Scaphiophryne boribory"	"6"
"777"	"Scaphiophryne gottlebei"	"7"
"778"	"Scinax belloni"	"1"
"779"	"Scinax skuki"	"2"
"780"	"Sclerophrys djohongensis"	"5"
"781"	"Sclerophrys pantherina"	"6"
"782"	"Sclerophrys taiensis"	"3"
"783"	"Sclerophrys villiersi"	"4"
"784"	"Scolecomorphus uluguruensis"	"3"
"785"	"Scutiger chintingensis"	"3"
"786"	"Scutiger muliensis"	"3"
"787"	"Scutiger ningshanensis"	"2"
"788"	"Scutiger pingwuensis"	"2"
"789"	"Sechellophryne gardineri"	"4"
"790"	"Smilisca dentata"	"3"
"791"	"Sooglossus sechellensis"	"4"
"792"	"Speleomantes supramontis"	"5"
"793"	"Spinomantis brunae"	"5"
"794"	"Spinomantis microtis"	"5"
"795"	"Strabomantis ruizi"	"3"
"796"	"Taruga eques"	"7"
"797"	"Taruga longinasus"	"3"
"798"	"Telmatobius brachydactylus"	"1"
"799"	"Telmatobius brevipes"	"2"
"800"	"Telmatobius brevirostris"	"6"
"801"	"Telmatobius ceiorum"	"7"
"802"	"Telmatobius colanensis"	"3"
"803"	"Telmatobius degener"	"1"
"804"	"Telmatobius edaphonastes"	"4"
"805"	"Telmatobius hypselocephalus"	"9"
"806"	"Telmatobius ignavus"	"4"
"807"	"Telmatobius laticeps"	"14"
"808"	"Telmatobius latirostris"	"11"
"809"	"Telmatobius macrostomus"	"3"
"810"	"Telmatobius mayoloi"	"3"
"811"	"Telmatobius necopinus"	"1"
"812"	"Telmatobius pisanoi"	"14"
"813"	"Telmatobius platycephalus"	"7"
"814"	"Telmatobius schreiteri"	"8"
"815"	"Telmatobius scrocchii"	"9"
"816"	"Telmatobius sibiricus"	"4"
"817"	"Telmatobius stephani"	"7"
"818"	"Telmatobius thompsoni"	"1"
"819"	"Telmatobius truebae"	"1"
"820"	"Telmatobius zapahuirensis"	"2"
"821"	"Telmatobufo venustus"	"5"
"822"	"Theloderma bicolor"	"5"
"823"	"Theloderma nebulosum"	"1"
"824"	"Thorius adelos"	"3"
"825"	"Thorius arboreus"	"3"
"826"	"Thorius boreas"	"3"
"827"	"Thorius dubitus"	"5"
"828"	"Thorius grandis"	"4"
"829"	"Thorius lunaris"	"4"
"830"	"Thorius minydemus"	"7"
"831"	"Thorius omiltemi"	"4"
"832"	"Thorius papaloae"	"4"
"833"	"Thorius pulmonaris"	"5"
"834"	"Thorius schmidti"	"4"
"835"	"Thorius troglodytes"	"5"
"836"	"Thoropa lutzi"	"4"
"837"	"Tsingymantis antitra"	"3"
"838"	"Tylototriton hainanensis"	"3"
"839"	"Tylototriton vietnamensis"	"2"
"840"	"Uperodon mormorata"	"5"
"841"	"Uperodon palmatus"	"6"
"842"	"Vandijkophrynus inyangae"	"3"
"843"	"Werneria bambutensis"	"5"
"844"	"Werneria mertensiana"	"2"
"845"	"Werneria preussi"	"2"
"846"	"Werneria submontana"	"3"
"847"	"Werneria tandyi"	"2"
"848"	"Wolterstorffina mirei"	"3"
"849"	"Xanthophryne koynayensis"	"2"
"850"	"Xenopus gilli"	"5"
"851"	"Xenopus largeni"	"3"
"852"	"Yunganastes bisignatus"	"2"
