"species_list"	"threat_code"
"233"	"Eleutherodactylus jamaicensis"	"1.1 2.1 2.1.2 5.3 5.3.5"
"234"	"Eleutherodactylus klinikowskii"	"6.1"
"235"	"Eleutherodactylus leberi"	"2.1 2.1.2"
"236"	"Eleutherodactylus lentus"	"1.1 1.3 2.1 2.1.2 2.3 2.3.2 4.1"
"237"	"Eleutherodactylus luteolus"	"2.1 2.1.2 5.3 5.3.5"
"238"	"Eleutherodactylus melacara"	"1.1 1.3 2.1 2.1.2 5.3 5.3.5 6.1"
"239"	"Eleutherodactylus michaelschmidi"	"2.1 2.1.2 4.1"
"240"	"Eleutherodactylus minutus"	"2.1 2.1.2 2.3 2.3.2 5.3 5.3.5"
"241"	"Eleutherodactylus montanus"	"2.1 2.1.2 2.3 2.3.2 5.3 5.3.5 6.1"
"242"	"Eleutherodactylus notidodes"	"2.1 2.1.1 5.3 5.3.3"
"243"	"Eleutherodactylus nubicola"	"2.1 2.1.2 5.3 5.3.5 6.1 8.1 8.1.1"
"244"	"Eleutherodactylus patriciae"	"2.1 2.1.2 5.3 5.3.5 6.1 8.1 8.1.2"
"245"	"Eleutherodactylus pinarensis"	"1.3 6.1"
"246"	"Eleutherodactylus pinchoni"	"1.1 1.3 2.1 2.1.2 2.1.3 5.3 5.3.5 8.1 8.1 8.1 8.1.2 8.1.2 8.1.2 9.1 9.1.3 9.3 9.3.3"
"247"	"Eleutherodactylus pituinus"	"2.1 2.1.2 2.3 2.3.2 5.3 5.3.5 6.1"
"248"	"Eleutherodactylus portoricensis"	"11.5 8.1 8.1.2"
"249"	"Eleutherodactylus principalis"	"2.1 2.1.2 3.2 5.3 5.3.5"
"250"	"Eleutherodactylus probolaeus"	"1.3 2.1 2.1.1 2.3 2.3.2"
"251"	"Eleutherodactylus ruthae"	"11.5 2.1 2.1.2 2.3 2.3.2 5.3 5.3.5 8.1 8.1 8.1.1 8.1.2"
"252"	"Eleutherodactylus saxatilis"	"5.3 5.3.5 7.1 7.1.3"
"253"	"Eleutherodactylus schwartzi"	"1.1 1.3 2.1 2.1.2 4.1 8.1 8.1.2"
"254"	"Eleutherodactylus simulans"	"1.1 2.1 2.1.2"
"255"	"Eleutherodactylus sommeri"	"2.1 2.1.1 5.3 5.3.3"
"256"	"Eleutherodactylus syristes"	"2.1 2.1.2 5.3 5.3.5 7.1 7.1.3"
"257"	"Eleutherodactylus thomasi"	"2.1 2.1.1 2.1.2 3.2"
"258"	"Eleutherodactylus toa"	"2.1 2.1.2 3.2 5.3 5.3.5"
"259"	"Eleutherodactylus wightmanae"	"1.1 11.5 2.1 2.1.2 4.1 8.1 8.1.2"
"260"	"Eleutherodactylus zeus"	"1.3 6.1"
"261"	"Eleutherodactylus zugi"	"1.1 1.3 2.1 2.1.1 2.1.2 9.3 9.3.4"
"262"	"Epipedobates tricolor"	"1.1 2.1 2.1.2 5.3 5.3.5 8.1 8.1.2 9.3 9.3.4"
"263"	"Espadarana audax"	"11.5 2.1 2.1.2 5.3 5.3.5 8.1 8.1.2"
"264"	"Espadarana fernandoi"	"1.1 1.3 2.1 2.1.2 2.3 2.3.2 4.1 5.3 5.3.5"
"265"	"Euproctus platycephalus"	"11.2 2.1 2.1.3 6.1 7.2 7.2.8 8.1 8.1 8.1.2 8.1.2 8.2 8.2.1 9.1 9.1.3 9.3 9.3.4"
"266"	"Eupsophus contulmoensis"	"1.3 2.2 2.2 2.2.1 2.2.2 5.3 5.3.5"
"267"	"Eupsophus migueli"	"2.3 2.3.4 5.3 5.3.5"
"268"	"Eupsophus nahuelbutensis"	"1.3 2.2 2.2.2 5.3 5.3.5"
"269"	"Eurycea naufragia"	"1.1 3.2 4.1"
"270"	"Eurycea tonkawae"	"1.1 11.2 9.1 9.1.3"
"271"	"Excidobates mysteriosus"	"1.1 2.1 2.1.2 2.3 2.3.2"
"272"	"Exerodonta catracha"	"10.3 1.1 11.2 11.4 2.1 2.1.1 2.1.2 2.1.3 2.3 2.3.1 2.3.2 2.3.3 5.3 5.3.5 6.2 7.1 7.1.3 9.3 9.3.2"
"273"	"Exerodonta chimalapa"	"5.3 5.3.5"
"274"	"Fejervarya greenii"	"1.1 11.2 2.1 2.1.3 7.1 7.1.3 8.1 8.1.2 9.3 9.3.4"
"275"	"Fejervarya nicobariensis"	"2.1 2.1.3"
"276"	"Fejervarya nilagirica"	"1.1 2.1 2.1.2 2.1.3 2.2 2.2.2 5.3 5.3.5"
"277"	"Flectonotus fitzgeraldi"	"1.1 2.1 2.1.2 4.1 5.3 5.3.3"
"278"	"Gastrotheca bufona"	"2.1 2.1.2 2.3 2.3.2 5.3 5.3.3 5.3.4"
"279"	"Gastrotheca christiani"	"4.1 5.3 5.3.3 5.3.4"
"280"	"Gastrotheca cornuta"	"1.1 2.1 2.1.2 2.1.3 2.3 2.3.2 2.3.3 5.3 5.3.5 8.1 8.1.2 9.3 9.3.3"
"281"	"Gastrotheca espeletia"	"1.1 2.1 2.1.2 2.1.3 2.3 2.3.2 2.3.3 5.3 5.3.3 5.3.4 7.1 7.1.3 9.3 9.3.3"
"282"	"Gastrotheca litonedis"	"11.5 2.1 2.1.2 2.3 2.3.3 8.1 8.1.2"
"283"	"Gastrotheca orophylax"	"1.1 11.5 2.1 2.1 2.1.2 2.1.3 2.3 2.3.2 2.3.3 5.3 5.3.4 7.1 7.1.3 8.1 8.1.2 9.3 9.3.3"
"284"	"Gastrotheca ovifera"	"1.1 2.1 2.1.2 5.3 5.3.5 8.1 8.1.2"
"285"	"Gastrotheca pseustes"	"1.1 11.5 2.1 2.1.4 2.2 2.2.2 2.3 2.3.1 5.3 5.3.5 7.1 7.1.3 8.1 8.1.2 9.3 9.3.4"
"286"	"Gastrotheca psychrophila"	"1.1 2.1 2.1.2 2.2 2.2.1 2.2.2 2.3 2.3.2 7.1 7.1.3"
"287"	"Gastrotheca riobambae"	"11.5 2.3 2.3.2 2.3.3 8.1 8.1.2 9.3 9.3.4"
"288"	"Gastrotheca ruizi"	"2.1 2.1.2 2.3 2.3.2 8.1 8.1.1 9.3 9.3.4"
"289"	"Gastrotheca splendens"	"1.1 2.1 2.1.2 2.3 2.3.2 8.1 8.1.2"
"290"	"Gastrotheca stictopleura"	"1.1 2.1 2.1.1 2.1.2 2.3 2.3.1 5.3 5.3.4 9.3 9.3.4"
"291"	"Gastrotheca trachyceps"	"2.1 2.1.2"
"292"	"Geobatrachus walkeri"	"2.1 2.1.2 2.3 2.3.2 6.2"
"293"	"Gephyromantis atsingy"	"2.1 2.1.1 2.1.2 5.3 5.3.3 8.4 8.4.2"
"294"	"Gephyromantis azzurrae"	"3.2 7.1 7.1.3 8.4 8.4.2"
"295"	"Gephyromantis corvus"	"1.1 2.1 2.1.1 2.1.2 2.3 2.3.2 5.3 5.3.5 7.1 7.1.3 8.4 8.4.2"
"296"	"Gephyromantis eiselti"	"1.1 2.1 2.1.1 2.1.2 2.3 2.3.2 5.3 5.3.5 8.1 8.1.1 8.4 8.4.2"
"297"	"Gephyromantis hintelmannae"	"2.1 2.1.1 2.1.2 8.4 8.4.2"
"298"	"Gephyromantis klemmeri"	"1.1 2.1 2.1.1 2.1.2 2.3 2.3.2 5.3 5.3.5 8.1 8.1.2 8.4 8.4.2"
"299"	"Gephyromantis ranjomavo"	"5.3 5.3.3 5.3.4 8.4 8.4.2"
"300"	"Gephyromantis thelenae"	"1.1 2.1 2.1.1 2.1.2 2.3 2.3.2 5.3 5.3.5 7.1 7.1.3 8.1 8.1.2 8.4 8.4.2"
"301"	"Gephyromantis webbi"	"1.1 2.1 2.1.1 2.1.2 5.3 5.3.5 8.4 8.4.2"
"302"	"Gephyromantis zavona"	"1.1 2.1 2.1.1 2.1.2 2.3 2.3.2 5.3 5.3.5 8.1 8.1.2 8.4 8.4.2"
"303"	"Ghatixalus variabilis"	"1.1 2.1 2.1.3 2.2 2.2.2 2.3 2.3.4 5.3 5.3.5"
"304"	"Ghatophryne ornata"	"1.1 2.1 2.1.2 2.1.3 5.3 5.3.5"
"305"	"Gracixalus lumarius"	"2.1 2.1.3 3.2 5.1 5.1.1"
"306"	"Gracixalus quyeti"	"2.1 2.1.2 4.1 5.2 5.2.2 5.3 5.3.4 7.1 7.1.1"
"307"	"Grandisonia brevis"	"5.3 5.3.5 7.1 7.1.1 8.1 8.1.2"
"308"	"Guibemantis annulatus"	"1.1 2.1 2.1.1 2.1.2 2.3 2.3.2 3.2 5.2 5.2.2 5.3 5.3.3 7.1 7.1.1"
"309"	"Guibemantis wattersoni"	"3.2 5.3 5.3.3 7.1 7.1.3"
"310"	"Gyrinophilus gulolineatus"	"5.3 5.3.5"
"311"	"Gyrinophilus subterraneus"	"5.3 5.3.5"
"312"	"Heleophryne hewitti"	"2.2 2.2.2 4.1 7.1 7.1.3 7.2 7.2.4 8.1 8.1.1 9.3 9.3.2"
"313"	"Hemiphractus johnsoni"	"2.1 2.1.2 2.3 2.3.2 5.3 5.3.5"
"314"	"Hoplophryne rogersi"	"2.1 2.1.2 3.2"
"315"	"Hoplophryne uluguruensis"	"2.1 2.1.2 5.3 5.3.5"
"316"	"Hyalinobatrachium esmeralda"	"2.1 2.1.2 2.3 2.3.2 5.3 5.3.5 9.3 9.3.4"
"317"	"Hyalinobatrachium guairarepanense"	"1.1 2.1 2.1.2 5.3 5.3.5 6.1 7.1 7.1.3 8.1 8.1.2 9.1 9.1.3"
"318"	"Hyalinobatrachium pallidum"	"1.1 2.1 2.1.1 2.1.2 5.3 5.3.5"
"319"	"Hylarana mangyanum"	"1.1 1.2 2.1 2.1.1 2.1.2 2.1.3 2.3 2.3.4 3.2 5.3 5.3.5 9.2 9.2.3 9.3 9.3.2 9.3.4"
"320"	"Hylarana montivaga"	"2.1 2.1.2 2.1.3 5.1 5.1.1"
"321"	"Hyla suweonensis"	"1.1 2.1 2.1.4"
"322"	"Hyloscirtus charazani"	"9.1 9.1.3 9.2 9.2.3 9.3 9.3.2 9.3.4"
"323"	"Hyloscirtus denticulentus"	"2.1 2.1.4 2.3 2.3.4"
"324"	"Hyloscirtus lynchi"	"2.1 2.1.4 2.3 2.3.4 8.1 8.1.2"
"325"	"Hyloscirtus pantostictus"	"1.1 2.1 2.1.2 2.1.3 2.3 2.3.2 2.3.3 5.3 5.3.5 8.1 8.1.2 9.3 9.3.3"
"326"	"Hyloscirtus piceigularis"	"2.1 2.1.4 2.3 2.3.4 8.1 8.1.2"
"327"	"Hyloscirtus psarolaimus"	"1.1 2.1 2.1.2 2.1.3 2.3 2.3.2 2.3.3 5.3 5.3.5 8.2 9.3 9.3.4"
"328"	"Hyloscirtus simmonsi"	"1.1 2.1 2.1.2 5.3 5.3.5 9.3 9.3.4"
"329"	"Hyloscirtus staufferorum"	"1.1 2.1 2.1 2.1.2 2.1.3 2.3 2.3 2.3.2 2.3.3 5.3 5.3.5 8.1 8.1.2"
"330"	"Hyloxalus azureiventris"	"1.1 2.1 2.1.2 2.3 2.3.2"
"331"	"Hyloxalus cevallosi"	"1.1 2.1 2.1.2 2.1.3 2.3 2.3.2 2.3.3 5.3 5.3.5"
"332"	"Hyloxalus elachyhistus"	"1.1 11.5 1.2 2.1 2.1.2 2.1.3 2.2 2.2.1 2.3 2.3.2 2.3.3 5.3 5.3.5 8.1 8.1 8.1.1 8.1.2 9.1 9.1.3 9.3 9.3.4"
"333"	"Hyloxalus toachi"	"2.1 2.1.3 2.2 2.2.2 2.3 2.3.2 2.3.3 5.3 5.3.5 9.1 9.1.3 9.3 9.3.4"
"334"	"Hynobius chinensis"	"1.1 5.3 5.3.5"
"335"	"Hynobius dunni"	"1.1 1.2 5.1 5.1.1 9.1 9.1.3 9.3 9.3.4"
"336"	"Hynobius formosanus"	"1.3"
"337"	"Hynobius hidamontanus"	"1.1 5.1 5.1.1 9.1 9.1.3"
"338"	"Hynobius sonani"	"1.3"
"339"	"Hynobius takedai"	"1.1 4.1 5.3 5.3.5 8.1 8.1.1 9.1 9.1.1"
"340"	"Hynobius yangi"	"1.1 2.1 2.1.4 5.3 5.3.5 9.3 9.3.4"
"341"	"Hyperolius bobirensis"	"1.1 2.1 2.1.2 5.3 5.3.5"
"342"	"Hyperolius dintelmanni"	"2.1 2.1.2 5.3 5.3.5"
"343"	"Hyperolius kihangensis"	"2.1 2.1.2 5.3 5.3.5"
"344"	"Hyperolius leleupi"	"1.1 2.1 2.1.2 5.3 5.3.5"
"345"	"Hyperolius leucotaenius"	"1.1 2.1 2.1.2 3.2 4.1 5.3 5.3.5"
"346"	"Hyperolius nienokouensis"	"1.1 2.1 2.1.2 5.3 5.3.5"
"347"	"Hyperolius nimbae"	"1.1 2.1 2.1.2 5.3 5.3.5"
"348"	"Hyperolius pickersgilli"	"1.1 1.2 1.3 2.1 2.1.3 2.2 2.2.2 3.2 7.2 7.2.4 8.1 8.1.1 8.1.2 9.3 9.3.4"
"349"	"Hyperolius puncticulatus"	"1.1 1.3 2.1 2.1.1 2.1.2 5.3 5.3.3"
"350"	"Hyperolius rubrovermiculatus"	"1.1 2.1 2.1.2 8.1 8.1.2"
"351"	"Hyperolius thomensis"	"1.1 2.1 2.1.2 2.3 2.3.2 5.3 5.3.5"
"352"	"Hyperolius torrentis"	"1.1 2.1 2.1.2 5.3 5.3.5"
"353"	"Hyperolius ukwiva"	"1.1 2.1 2.1.1 2.1.2 5.3 5.3.3 7.1 7.1.3 7.2 7.2.1 7.2.3"
"354"	"Hypodactylus brunneus"	"1.1 2.1 2.1.2 2.3 2.3.2 5.3 5.3.5 7.1 7.1.3 9.3 9.3.4"
"355"	"Hypodactylus elassodiscus"	"1.1 1.2 2.1 2.1.1 2.1.2 2.1.3 2.3 2.3.2 2.3.3 5.3 5.3.5 9.3 9.3.4"
"356"	"Hypodactylus latens"	"2.1 2.1.2 2.3 2.3.2 5.3 5.3.5"
"357"	"Hypselotriton orphicus"	"1.3"
"358"	"Incilius cavifrons"	"1.1 2.1 2.1.2 2.3 2.3.1 5.3 5.3.5"
"359"	"Incilius gemmifer"	"11.2 2.1 2.1.4 5.3 5.3.5 6.1 7.1 7.1.3"
"360"	"Incilius ibarrai"	"2.1 2.1.4 2.3 2.3.4"
"361"	"Incilius leucomyos"	"10.3 1.1 11.4 2.1 2.1.1 2.1.2 2.3 2.3.1 2.3.2 5.3 5.3.5 7.1 7.1.3 9.3 9.3.2"
"362"	"Incilius perplexus"	"1.1 2.1 2.1.2 7.1 7.1.3 7.2 7.2.11"
"363"	"Incilius spiculatus"	"5.3 5.3.5"
"364"	"Incilius tacanensis"	"2.1 2.1.1 2.1.2 2.3 2.3.1 5.3 5.3.5 8.1 8.1.2 9.1 9.1.3 9.3 9.3.4"
"365"	"Incilius tutelarius"	"2.1 2.1.4 5.3 5.3.5 8.1 8.1.2"
"366"	"Indirana brachytarsus"	"2.1 2.1.2 2.1.3 5.3 5.3.5"
"367"	"Indirana diplosticta"	"1.1 2.1 2.1.2 2.1.3 4.1 5.3 5.3.5"
"368"	"Indirana leptodactyla"	"2.1 2.1.2 2.1.3 2.2 2.2.2 5.3 5.3.5"
"369"	"Ingerophrynus claviger"	"2.1 2.1.2 5.3 5.3.5"
"370"	"Ingerophrynus kumquat"	"1.1 1.2 2.1 2.1.3 7.1 7.1.3"
"371"	"Isthmohyla pictipes"	"1.1 11.5 2.1 2.1.2 5.3 5.3.5 8.1 8.1.2"
"372"	"Isthmura maxima"	"1.1 2.1 2.1.1"
"373"	"Ixalotriton niger"	"1.1 2.1 2.1.1 2.1.2 2.3 2.3.2 5.3 5.3.5 7.1 7.1.3"
"374"	"Kalophrynus cryptophonus"	"2.1 2.1.3 5.3 5.3.3"
"375"	"Kalophrynus palmatissimus"	"1.1 1.2 2.1 2.1.3 4.1"
"376"	"Kassina jozani"	"1.1 1.3 2.1 2.1.2 5.3 5.3.5"
"377"	"Laotriton laoensis"	"2.1 2.1.3 4.1 5.1 5.1.1"
"378"	"Leptobrachium boringii"	"1.3 2.1 2.1.4 5.1 5.1.1 5.3 5.3.5 7.2 7.2.11"
"379"	"Leptobrachium echinatum"	"1.3 2.1 2.1.1 2.1.2 5.2 5.2.4 5.3 5.3.5 7.1 7.1.3"
"380"	"Leptobrachium leishanense"	"5.1 5.1.1 5.3 5.3.5"
"381"	"Leptobrachium rakhinensis"	"2.1 2.1.1 5.3 5.3.4"
"382"	"Leptobrachium xanthops"	"2.1 2.1.1 5.3 5.3 5.3.3 5.3.4"
"383"	"Leptodactylodon mertensi"	"11.1 11.2 11.3 2.1 2.1.2 2.1.3 2.3 2.3.2 5.2 5.2.2 5.3 5.3.3 9.3 9.3.3"
"384"	"Leptodactylodon ornatus"	"2.1 2.1.2 5.3 5.3.5"
"385"	"Leptodactylodon perreti"	"2.1 2.1.2 5.3 5.3.5"
"386"	"Leptodactylodon stevarti"	"2.1 2.1.1 2.1.2 5.3 5.3.5"
"387"	"Leptodactylodon wildi"	"2.1 2.1.2 5.3 5.3.5"
"388"	"Leptolalax alpinus"	"5.3 5.3.5"
"389"	"Leptolalax applebyi"	"2.1 2.1.3 5.3 5.3.3"
"390"	"Leptolalax bidoupensis"	"2.4 2.4.2 4.1 5.3 5.3.1"
"391"	"Leptolalax melicus"	"2.1 2.1.2 5.3 5.3.2 5.3.3 7.2 7.2.10"
"392"	"Leptopelis anebos"	"2.1 2.1.1 2.1.2 2.3 2.3.1 2.3.2 3.2 5.3 5.3.3"
"393"	"Leptopelis parkeri"	"2.1 2.1.2 5.3 5.3.5 7.1 7.1.1"
"394"	"Leptopelis susanae"	"1.1 2.1 2.1.2 2.1.3 5.3 5.3.3"
"395"	"Leptopelis vermiculatus"	"2.1 2.1.2"
"396"	"Leptopelis xenodactylus"	"2.2 2.2.2 2.3 2.3.3 7.1 7.1.3 8.1 8.1.1"
"397"	"Limnonectes arathooni"	"2.1 2.1.2"
"398"	"Limnonectes microtympanum"	"2.1 2.1.2 5.3 5.3.5 9.3 9.3.4"
"399"	"Limnonectes namiyei"	"4.1 5.3 5.3.5 7.2 7.2.11 8.1 8.1.2"
"400"	"Limnonectes nitidus"	"1.1 1.3 2.1 2.1.2 2.1.3 4.1"
"401"	"Lithobates dunni"	"1.1 5.1 5.1.1 9.1 9.1.1 9.1.3 9.3 9.3.4"
"402"	"Lithobates johni"	"5.3 5.3.5"
"403"	"Lithobates onca"	"2.1 2.1.3 7.2 7.2.8 8.1 8.1 8.1.1 8.1.2"
"404"	"Litoria brevipalmata"	"1.1 4.1 5.3 5.3.5 6.3 7.1 7.1.3 8.1 8.1.1 9.1 9.1.3"
"405"	"Litoria cooloolensis"	"1.3 3.2 6.1 7.2 7.2.5 7.2.6 8.1 8.1.2 9.1 9.1.3 9.2 9.2.3"
"406"	"Litoria dayi"	"11.3 1.3 5.3 5.3.5 6.1 7.2 7.2.11 8.1 8.1 8.1.2 8.1.2 8.5 8.5.1"
"407"	"Litoria nannotis"	"5.3 5.3.5 6.1 8.1 8.1 8.1.2 8.1.2 8.5 8.5.1"
"408"	"Litoria raniformis"	"1.1 11.2 11.5 1.2 4.1 7.2 7.2.8 8.1 8.1 8.1.1 8.1.2 8.1.2 9.2 9.2.3 9.3 9.3.4 9.5 9.5.3"
"409"	"Litoria rheocola"	"1.3 4.1 5.3 5.3.5 6.1 7.2 7.2.11 8.1 8.1 8.1.2 8.1.2 8.5 8.5.1 9.5 9.5.3"
"410"	"Liuixalus ocellatus"	"1.3 5.3 5.3.5"
"411"	"Liuixalus romeri"	"1.1 11.4 2.1 2.1.2 4.4 5.3 5.3.5"
"412"	"Lyciasalamandra antalyana"	"5.1 5.1.1 7.1 7.1.3"
"413"	"Lyciasalamandra atifi"	"5.1 5.1.1 7.1 7.1.3"
"414"	"Lyciasalamandra fazilae"	"1.3 5.1 5.1.1 7.1 7.1.3"
"415"	"Lyciasalamandra flavimembris"	"1.3 5.1 5.1.1 7.1 7.1.3"
"416"	"Lynchius parkeri"	"1.1 2.1 2.1.2 2.3 2.3.2 5.3 5.3.5"
"417"	"Madecassophryne truebae"	"1.1 2.1 2.1.1 2.1.2 2.3 2.3.2 5.3 5.3.5 8.1 8.1.2"
"418"	"Mannophryne collaris"	"1.1 1.3 2.1 2.1.2 2.3 2.3.2 9.1 9.1.1 9.1.3 9.3 9.3.4"
"419"	"Mannophryne leonardoi"	"1.1 2.1 2.1.2 4.1"
"420"	"Mannophryne riveroi"	"2.1 2.1.2 5.3 5.3.4 8.1 8.1.2"
"421"	"Mannophryne trujillensis"	"1.1 9.4"
"422"	"Mannophryne yustizi"	"2.1 2.1.2 2.1.3 2.3 2.3.2 9.3 9.3.3"
"423"	"Mantella bernhardi"	"1.1 2.1 2.1.1 2.1.2 2.3 2.3.2 5.1 5.1.1 5.3 5.3.5 7.1 7.1.3"
"424"	"Mantella cowanii"	"1.1 2.1 2.1.1 2.1.2 2.3 2.3.2 5.1 5.1.1 5.3 5.3.5 7.1 7.1.3"
"425"	"Mantella crocea"	"1.1 2.1 2.1.1 2.1.2 2.3 2.3.2 5.1 5.1.1 5.3 5.3.5 7.1 7.1.3 8.1 8.1.2"
"426"	"Mantella expectata"	"2.3 2.3.2 3.2 5.1 5.1.1 7.1 7.1.3"
"427"	"Mantella haraldmeieri"	"1.1 2.1 2.1.1 2.1.2 2.3 2.3.2 5.3 5.3.5 8.1 8.1 8.1.2 8.1.2"
"428"	"Mantella viridis"	"1.1 2.3 2.3.2 5.1 5.1.1 5.3 5.3.5 7.1 7.1.3"
"429"	"Mantidactylus madecassus"	"2.3 2.3.2 7.1 7.1.3"
"430"	"Mantidactylus paidroa"	"1.1 2.1 2.1.1 2.1.2 2.3 2.3.2 3.2 5.3 5.3.3 7.1 7.1.1 8.4 8.4.2"
"431"	"Megastomatohyla mixomaculata"	"1.1 2.1 2.1.1"
"432"	"Megastomatohyla nubicola"	"2.1 2.1.1 2.3 2.3.1"
"433"	"Megophrys brachykolos"	"1.1 9.3 9.3.4"
"434"	"Megophrys ligayae"	"2.1 2.1.1 9.2 9.2.2 9.3 9.3.2 9.3.4"
"435"	"Melanobatrachus indicus"	"1.1 2.1 2.1.2 2.1.3 2.2 2.2.2 7.2 7.2.11"
"436"	"Melanophryniscus devincenzii"	"2.1 2.1.3 2.2 2.2.2 9.3 9.3.4"
"437"	"Mertensophryne anotis"	"1.1 2.1 2.1.2 5.3 5.3.3"
"438"	"Mertensophryne howelli"	"1.1 1.3 2.1 2.1.2 5.3 5.3.3"
"439"	"Micrixalus gadgili"	"2.1 2.1.2 5.3 5.3.5 9.3 9.3.2"
"440"	"Microhyla sholigari"	"1.1 2.1 2.1.2 5.3 5.3.5"
"441"	"Microhyla zeylanica"	"11.2 2.1 2.1.3 7.1 7.1.3"
"442"	"Micryletta steinegeri"	"1.1 2.1 2.1.2"
"443"	"Minervarya sahyadris"	"2.1 2.1.3"
"444"	"Mixophyes fleayi"	"1.1 1.3 2.1 2.1.3 2.3 2.3.3 6.1 8.1 8.1 8.1 8.1 8.1 8.1.1 8.1.2 8.1.2 8.1.2 8.1.2"
"445"	"Mixophyes iteratus"	"1.1 2.1 2.1.3 2.2 2.2.2 2.3 2.3.3 4.1 5.3 5.3.5 9.3 9.3.2"
"446"	"Nannophrys naeyakai"	"2.1 2.1.1 2.1.2 5.3 5.3.5 7.1 7.1.3 9.3 9.3.4"
"447"	"Nanorana maculosa"	"5.1 5.1.1"
"448"	"Nanorana unculuanus"	"2.1 2.1.2 5.1 5.1.1 5.3 5.3.5 7.2 7.2.11"
"449"	"Nanorana yunnanensis"	"1.1 2.1 2.1.1 2.1.2 5.1 5.1.1 5.3 5.3.5 7.1 7.1.3 9.3 9.3.4"
"450"	"Nasikabatrachus sahyadrensis"	"2.1 2.1.2 2.1.3"
"451"	"Natalobatrachus bonebergi"	"1.1 2.1 2.1.3 2.2 2.2.2 3.2 5.3 5.3.5 8.1 8.1.1 9.3 9.3.2"
"452"	"Nectophrynoides cryptus"	"1.1 2.1 2.1.2 5.3 5.3.5"
"453"	"Nectophrynoides minutus"	"1.1 2.1 2.1.2 5.3 5.3.5"
"454"	"Nectophrynoides vestergaardi"	"1.1 5.3 5.3.5"
"455"	"Necturus alabamensis"	"1.1 1.2 3.2 4.1 7.2 7.2.11 9.1 9.1.3 9.2 9.2.3 9.3 9.3.2 9.3.4"
"456"	"Nothophryne broadleyi"	"1.1 2.1 2.1.2 5.3 5.3.5"
"457"	"Notophthalmus meridionalis"	"1.1 1.2 2.1 2.1.2 2.1.3 9.2 9.2.3 9.3 9.3.4"
"458"	"Nototriton barbouri"	"10.3 1.1 11.2 2.1 2.1.1 2.1.2 2.3 2.3.1 2.3.2 5.3 5.3.5 7.1 7.1.3"
"459"	"Nototriton brodiei"	"2.1 2.1.2 2.3 2.3.3 5.3 5.3.5 8.1 8.1.2"
"460"	"Nototriton limnospectator"	"10.3 11.2 11.4 2.1 2.1 2.1.1 2.1.2 2.1.3 5.3 5.3.5 7.1 7.1.3"
"461"	"Nyctanolis pernix"	"1.1 2.1 2.1.2 5.3 5.3.5"
"462"	"Nyctibatrachus aliciae"	"5.3 5.3.5"
"463"	"Nyctibatrachus beddomii"	"2.1 2.1.1 2.1.2 2.1.3 5.3 5.3.5 7.2 7.2.11"
"464"	"Nyctibatrachus karnatakaensis"	"3.2 5.3 5.3.5 6.1"
"465"	"Nyctibatrachus minor"	"2.1 2.1.2 2.1.3"
"466"	"Nyctibatrachus sanctipalustris"	"1.1 2.1 2.1.2 2.1.3 3.2 5.3 5.3.5 6.1"
"467"	"Nyctibatrachus vasanthi"	"2.1 2.1.3"
"468"	"Nymphargus luminosus"	"2.1 2.1.2 2.3 2.3.2 5.3 5.3.5"
"469"	"Nymphargus mariae"	"1.1 2.3 2.3.4 5.3 5.3.5"
"470"	"Nymphargus megacheirus"	"1.1 11.1 1.2 2.1 2.1.2 2.3 2.3.2 2.3.3 5.3 5.3.5 8.1 8.1 8.1.1 8.1.2 9.3 9.3.4"
"471"	"Nymphargus puyoensis"	"1.1 2.1 2.1.2 2.3 2.3.2 2.3.3 5.3 5.3.5 9.3 9.3.4"
"472"	"Odorrana amamiensis"	"4.1 5.3 5.3.5 8.1 8.1.2 9.3 9.3.3"
"473"	"Odorrana ishikawae"	"4.1 5.1 5.1.1 5.3 5.3.3 7.2 7.2.11"
"474"	"Odorrana kuangwuensis"	"1.1 2.1 2.1.4 5.3 5.3.5"
"475"	"Odorrana narina"	"4.1 5.3 5.3.5 7.2 7.2.11 8.1 8.1.2"
"476"	"Odorrana splendida"	"4.1 5.1 5.1.1 5.3 5.3.3 7.2 7.2.11 8.1 8.1.2"
"477"	"Odorrana supranarina"	"1.1 5.3 5.3.5"
"478"	"Odorrana utsunomiyaorum"	"5.3 5.3.5 8.1 8.1.2"
"479"	"Odorrana yentuensis"	"2.1 2.1.3 3.2 5.1 5.1.1 5.3 5.3.4"
"480"	"Oedipina carablanca"	"1.1 2.1 2.1.2 2.1.3 2.3 2.3.3 5.3 5.3.5"
"481"	"Oedipina gephyra"	"10.3 1.1 11.2 11.4 2.1 2.1.1 2.1.2 2.3 2.3.1 2.3.2 5.3 5.3.5 7.1 7.1.3"
"482"	"Oedipina gracilis"	"1.1 2.1 2.1.2 2.1.3 5.3 5.3.5"
"483"	"Oedipina grandis"	"2.1 2.1.2 2.3 2.3.2 5.3 5.3.5"
"484"	"Oedipina poelzi"	"1.1 2.1 2.1.2 2.3 2.3.2 5.3 5.3.5 7.2 7.2.11"
"485"	"Oedipina pseudouniformis"	"1.1 2.1 2.1.2 2.1.3 5.3 5.3.5"
"486"	"Oedipina stenopodia"	""
"487"	"Oophaga arborea"	"1.1 2.3 2.3.2 4.1 5.3 5.3.5 8.1 8.1.2"
"488"	"Oophaga speciosa"	"1.1 4.1 5.1 5.1.1 5.3 5.3.5"
